transaction_id,product_id,customer_id,transaction_date,day_of_week,year,month,day,online_order,order_status
95,45,757,2017-02-26,Sunday,2017,2,26,FALSE,Approved
96,1,1778,2017-02-21,Tuesday,2017,2,21,FALSE,Approved
97,80,211,2017-05-31,Wednesday,2017,5,31,TRUE,Approved
98,49,333,2017-06-23,Friday,2017,6,23,,Approved
99,95,32,2017-03-26,Sunday,2017,3,26,FALSE,Approved
100,0,119,2017-07-31,Monday,2017,7,31,FALSE,Approved
101,18,2347,2017-07-27,Thursday,2017,7,27,FALSE,Approved
102,4,2353,2017-04-14,Friday,2017,4,14,FALSE,Approved
103,33,788,2017-11-12,Sunday,2017,11,12,FALSE,Approved
104,78,1468,2017-09-12,Tuesday,2017,9,12,FALSE,Approved
105,89,821,2017-10-26,Thursday,2017,10,26,FALSE,Approved
106,70,2489,2017-02-15,Wednesday,2017,2,15,FALSE,Approved
107,79,2710,2017-12-22,Friday,2017,12,22,FALSE,Approved
108,26,947,2017-10-11,Wednesday,2017,10,11,TRUE,Approved
109,39,1335,2017-03-27,Monday,2017,3,27,TRUE,Approved
110,36,1076,2017-11-04,Saturday,2017,11,4,FALSE,Approved
111,0,3320,2017-06-11,Sunday,2017,6,11,TRUE,Approved
112,84,779,2017-10-09,Monday,2017,10,9,FALSE,Approved
113,98,3296,2017-06-07,Wednesday,2017,6,7,TRUE,Approved
114,75,455,2017-10-24,Tuesday,2017,10,24,TRUE,Approved
115,76,1779,2017-05-01,Monday,2017,5,1,FALSE,Approved
116,72,2703,2017-11-21,Tuesday,2017,11,21,TRUE,Approved
117,42,806,2017-03-24,Friday,2017,3,24,FALSE,Approved
119,64,1591,2017-02-20,Monday,2017,2,20,FALSE,Approved
120,0,678,2017-06-16,Friday,2017,6,16,FALSE,Approved
121,25,50,2017-12-04,Monday,2017,12,4,FALSE,Approved
122,24,1038,2017-12-01,Friday,2017,12,1,TRUE,Approved
123,31,1453,2017-03-05,Sunday,2017,3,5,TRUE,Approved
124,98,1339,2017-03-21,Tuesday,2017,3,21,FALSE,Approved
125,22,3382,2017-01-03,Tuesday,2017,1,3,TRUE,Approved
126,53,773,2017-04-01,Saturday,2017,4,1,FALSE,Approved
127,84,2503,2017-03-16,Thursday,2017,3,16,TRUE,Approved
128,25,1057,2017-02-26,Sunday,2017,2,26,FALSE,Approved
129,50,1397,2017-06-05,Monday,2017,6,5,FALSE,Approved
130,44,2134,2017-09-04,Monday,2017,9,4,FALSE,Approved
131,96,2403,2017-01-18,Wednesday,2017,1,18,TRUE,Approved
132,12,1937,2017-09-28,Thursday,2017,9,28,FALSE,Approved
133,93,1282,2017-09-02,Saturday,2017,9,2,TRUE,Approved
134,78,2183,2017-05-09,Tuesday,2017,5,9,FALSE,Approved
135,84,1788,2017-10-17,Tuesday,2017,10,17,FALSE,Approved
136,65,1170,2017-04-25,Tuesday,2017,4,25,TRUE,Approved
137,0,431,2017-09-23,Saturday,2017,9,23,FALSE,Approved
138,29,1940,2017-08-02,Wednesday,2017,8,2,FALSE,Approved
139,32,2073,2017-03-25,Saturday,2017,3,25,FALSE,Cancelled
140,11,462,2017-01-01,Sunday,2017,1,1,FALSE,Approved
141,10,2728,2017-12-22,Friday,2017,12,22,FALSE,Approved
142,46,2053,2017-12-25,Monday,2017,12,25,FALSE,Approved
143,60,2135,2017-01-26,Thursday,2017,1,26,TRUE,Approved
144,92,1217,2017-12-20,Wednesday,2017,12,20,FALSE,Approved
145,7,2992,2017-06-07,Wednesday,2017,6,7,TRUE,Approved
146,41,3261,2017-04-06,Thursday,2017,4,6,TRUE,Approved
147,67,2748,2017-04-25,Tuesday,2017,4,25,TRUE,Approved
148,14,3262,2017-01-13,Friday,2017,1,13,FALSE,Approved
149,89,788,2017-03-21,Tuesday,2017,3,21,FALSE,Approved
150,9,3067,2017-11-21,Tuesday,2017,11,21,TRUE,Approved
151,31,701,2017-11-11,Saturday,2017,11,11,FALSE,Approved
152,92,648,2017-10-16,Monday,2017,10,16,FALSE,Approved
153,37,3286,2017-08-19,Saturday,2017,8,19,TRUE,Approved
154,3,3383,2017-04-06,Thursday,2017,4,6,TRUE,Approved
155,56,982,2017-11-04,Saturday,2017,11,4,TRUE,Approved
156,14,676,2017-08-22,Tuesday,2017,8,22,TRUE,Approved
157,6,385,2017-09-15,Friday,2017,9,15,TRUE,Approved
158,50,1229,2017-03-01,Wednesday,2017,3,1,TRUE,Approved
159,10,3232,2017-08-16,Wednesday,2017,8,16,FALSE,Approved
160,0,3300,2017-08-27,Sunday,2017,8,27,FALSE,Approved
161,69,2381,2017-07-10,Monday,2017,7,10,FALSE,Approved
162,78,371,2017-12-11,Monday,2017,12,11,FALSE,Approved
163,80,2519,2017-05-20,Saturday,2017,5,20,TRUE,Approved
164,17,2264,2017-07-30,Sunday,2017,7,30,FALSE,Approved
165,3,2637,2017-10-25,Wednesday,2017,10,25,TRUE,Approved
166,78,3262,2017-11-27,Monday,2017,11,27,FALSE,Approved
167,90,3177,2017-04-26,Wednesday,2017,4,26,,Approved
168,87,2267,2017-02-02,Thursday,2017,2,2,FALSE,Approved
169,97,456,2017-05-02,Tuesday,2017,5,2,FALSE,Approved
170,6,404,2017-10-16,Monday,2017,10,16,,Approved
171,100,3121,2017-10-22,Sunday,2017,10,22,FALSE,Approved
172,55,2365,2017-04-11,Tuesday,2017,4,11,TRUE,Approved
173,100,2528,2017-11-16,Thursday,2017,11,16,FALSE,Approved
174,10,3151,2017-12-17,Sunday,2017,12,17,FALSE,Approved
175,25,3241,2017-12-23,Saturday,2017,12,23,FALSE,Approved
176,74,1335,2017-03-30,Thursday,2017,3,30,TRUE,Approved
177,90,2234,2017-04-13,Thursday,2017,4,13,FALSE,Approved
178,56,3226,2017-07-25,Tuesday,2017,7,25,TRUE,Approved
179,62,1365,2017-01-31,Tuesday,2017,1,31,FALSE,Approved
180,20,3349,2017-03-18,Saturday,2017,3,18,TRUE,Approved
181,17,1002,2017-02-24,Friday,2017,2,24,FALSE,Approved
182,16,2282,2017-02-18,Saturday,2017,2,18,FALSE,Approved
183,46,2656,2017-01-07,Saturday,2017,1,7,FALSE,Approved
184,71,2409,2017-07-05,Wednesday,2017,7,5,TRUE,Approved
185,91,1711,2017-11-19,Sunday,2017,11,19,FALSE,Approved
186,17,2582,2017-11-08,Wednesday,2017,11,8,TRUE,Approved
187,1,1005,2017-07-24,Monday,2017,7,24,TRUE,Approved
188,3,1597,2017-01-15,Sunday,2017,1,15,TRUE,Approved
189,56,2713,2017-01-12,Thursday,2017,1,12,TRUE,Approved
190,37,1435,2017-11-27,Monday,2017,11,27,TRUE,Approved
191,34,1477,2017-06-30,Friday,2017,6,30,TRUE,Approved
192,0,1614,2017-07-15,Saturday,2017,7,15,TRUE,Approved
193,12,1254,2017-06-22,Thursday,2017,6,22,TRUE,Approved
194,25,1423,2017-05-02,Tuesday,2017,5,2,FALSE,Approved
195,81,276,2017-12-27,Wednesday,2017,12,27,FALSE,Approved
196,19,1315,2017-12-21,Thursday,2017,12,21,TRUE,Approved
197,45,591,2017-05-23,Tuesday,2017,5,23,TRUE,Approved
198,74,1017,2017-02-02,Thursday,2017,2,2,FALSE,Approved
199,33,2123,2017-06-08,Thursday,2017,6,8,FALSE,Approved
200,57,2889,2017-04-15,Saturday,2017,4,15,TRUE,Approved
201,0,3208,2017-09-05,Tuesday,2017,9,5,TRUE,Approved
202,23,2406,2017-02-26,Sunday,2017,2,26,TRUE,Approved
203,67,2041,2017-07-29,Saturday,2017,7,29,FALSE,Approved
204,81,1598,2017-07-03,Monday,2017,7,3,TRUE,Approved
205,58,1842,2017-05-27,Saturday,2017,5,27,TRUE,Approved
206,5,141,2017-05-05,Friday,2017,5,5,FALSE,Approved
207,94,1321,2017-09-09,Saturday,2017,9,9,FALSE,Approved
208,51,183,2017-05-21,Sunday,2017,5,21,FALSE,Approved
209,59,2591,2017-09-22,Friday,2017,9,22,FALSE,Approved
210,63,3356,2017-04-12,Wednesday,2017,4,12,TRUE,Approved
211,40,766,2017-05-07,Sunday,2017,5,7,TRUE,Approved
212,80,1596,2017-01-13,Friday,2017,1,13,FALSE,Approved
213,82,520,2017-12-14,Thursday,2017,12,14,FALSE,Approved
214,46,868,2017-03-22,Wednesday,2017,3,22,TRUE,Approved
215,78,2999,2017-09-30,Saturday,2017,9,30,FALSE,Approved
216,72,352,2017-11-29,Wednesday,2017,11,29,TRUE,Approved
217,75,1140,2017-06-09,Friday,2017,6,9,FALSE,Approved
218,40,621,2017-04-21,Friday,2017,4,21,FALSE,Approved
219,2,3307,2017-11-13,Monday,2017,11,13,FALSE,Approved
220,10,1502,2017-04-09,Sunday,2017,4,9,TRUE,Approved
221,35,936,2017-05-08,Monday,2017,5,8,FALSE,Approved
222,8,939,2017-07-08,Saturday,2017,7,8,TRUE,Approved
223,2,2698,2017-11-30,Thursday,2017,11,30,FALSE,Approved
224,69,579,2017-04-25,Tuesday,2017,4,25,TRUE,Approved
225,54,2036,2017-03-30,Thursday,2017,3,30,TRUE,Approved
226,8,3077,2017-03-10,Friday,2017,3,10,FALSE,Approved
227,86,369,2017-03-16,Thursday,2017,3,16,TRUE,Approved
228,13,821,2017-04-04,Tuesday,2017,4,4,TRUE,Approved
229,19,2687,2017-03-13,Monday,2017,3,13,TRUE,Approved
230,86,681,2017-12-23,Saturday,2017,12,23,TRUE,Approved
231,46,37,2017-08-12,Saturday,2017,8,12,TRUE,Approved
232,30,3002,2017-08-04,Friday,2017,8,4,FALSE,Approved
233,92,396,2017-09-01,Friday,2017,9,1,FALSE,Approved
234,71,550,2017-09-01,Friday,2017,9,1,TRUE,Approved
235,77,1605,2017-07-02,Sunday,2017,7,2,FALSE,Approved
236,7,2325,2017-08-31,Thursday,2017,8,31,TRUE,Approved
237,23,1420,2017-03-11,Saturday,2017,3,11,TRUE,Approved
238,12,3099,2017-10-08,Sunday,2017,10,8,FALSE,Approved
239,61,1645,2017-10-01,Sunday,2017,10,1,TRUE,Approved
240,21,546,2017-11-23,Thursday,2017,11,23,FALSE,Approved
241,86,2885,2017-03-27,Monday,2017,3,27,TRUE,Approved
242,57,2740,2017-12-04,Monday,2017,12,4,FALSE,Approved
243,63,3166,2017-11-13,Monday,2017,11,13,TRUE,Approved
244,63,3487,2017-12-20,Wednesday,2017,12,20,TRUE,Approved
245,33,2890,2017-09-22,Friday,2017,9,22,TRUE,Approved
246,98,3370,2017-01-22,Sunday,2017,1,22,FALSE,Approved
247,15,3393,2017-01-29,Sunday,2017,1,29,TRUE,Approved
248,57,2410,2017-07-21,Friday,2017,7,21,FALSE,Approved
249,61,3466,2017-02-10,Friday,2017,2,10,TRUE,Approved
250,48,1454,2017-11-25,Saturday,2017,11,25,FALSE,Cancelled
251,63,1967,2017-04-11,Tuesday,2017,4,11,,Approved
252,78,3089,2017-12-03,Sunday,2017,12,3,FALSE,Approved
253,2,3123,2017-12-30,Saturday,2017,12,30,FALSE,Approved
254,67,2692,2017-07-26,Wednesday,2017,7,26,FALSE,Approved
255,67,2801,2017-04-01,Saturday,2017,4,1,TRUE,Cancelled
256,13,1580,2017-10-22,Sunday,2017,10,22,TRUE,Approved
257,65,352,2017-03-22,Wednesday,2017,3,22,FALSE,Approved
258,49,1777,2017-06-15,Thursday,2017,6,15,TRUE,Approved
259,87,142,2017-07-06,Thursday,2017,7,6,TRUE,Approved
260,31,3393,2017-12-28,Thursday,2017,12,28,FALSE,Approved
261,17,599,2017-05-09,Tuesday,2017,5,9,FALSE,Approved
262,91,1258,2017-01-18,Wednesday,2017,1,18,FALSE,Approved
263,53,3405,2017-10-22,Sunday,2017,10,22,TRUE,Approved
264,38,3198,2017-01-30,Monday,2017,1,30,FALSE,Approved
265,20,834,2017-06-26,Monday,2017,6,26,FALSE,Approved
266,44,3467,2017-11-07,Tuesday,2017,11,7,TRUE,Approved
267,69,3436,2017-08-13,Sunday,2017,8,13,TRUE,Approved
268,68,1516,2017-08-27,Sunday,2017,8,27,FALSE,Approved
269,11,2833,2017-01-25,Wednesday,2017,1,25,TRUE,Approved
270,2,2362,2017-02-13,Monday,2017,2,13,FALSE,Approved
271,27,2337,2017-07-11,Tuesday,2017,7,11,FALSE,Approved
272,0,2149,2017-04-30,Sunday,2017,4,30,TRUE,Approved
273,81,2133,2017-05-19,Friday,2017,5,19,FALSE,Approved
274,6,360,2017-05-26,Friday,2017,5,26,TRUE,Approved
275,76,2969,2017-02-03,Friday,2017,2,3,TRUE,Approved
276,18,1720,2017-04-28,Friday,2017,4,28,FALSE,Approved
277,18,2904,2017-03-23,Thursday,2017,3,23,FALSE,Approved
278,9,754,2017-06-03,Saturday,2017,6,3,FALSE,Approved
279,35,1826,2017-04-25,Tuesday,2017,4,25,FALSE,Approved
280,93,2487,2017-04-08,Saturday,2017,4,8,FALSE,Approved
281,40,2815,2017-02-18,Saturday,2017,2,18,FALSE,Approved
282,1,541,2017-05-04,Thursday,2017,5,4,FALSE,Approved
283,16,302,2017-03-29,Wednesday,2017,3,29,FALSE,Approved
284,44,2024,2017-10-03,Tuesday,2017,10,3,TRUE,Approved
285,48,142,2017-07-27,Thursday,2017,7,27,TRUE,Approved
286,56,768,2017-08-07,Monday,2017,8,7,TRUE,Approved
287,36,2147,2017-02-07,Tuesday,2017,2,7,TRUE,Approved
288,36,529,2017-11-20,Monday,2017,11,20,TRUE,Approved
289,13,825,2017-02-23,Thursday,2017,2,23,FALSE,Approved
290,55,624,2017-04-05,Wednesday,2017,4,5,TRUE,Approved
291,38,2302,2017-11-07,Tuesday,2017,11,7,FALSE,Approved
292,64,3380,2017-10-28,Saturday,2017,10,28,FALSE,Approved
293,0,314,2017-11-19,Sunday,2017,11,19,FALSE,Approved
294,79,1079,2017-08-25,Friday,2017,8,25,TRUE,Approved
295,11,1643,2017-01-20,Friday,2017,1,20,TRUE,Approved
296,91,1524,2017-03-14,Tuesday,2017,3,14,TRUE,Approved
297,18,3205,2017-04-14,Friday,2017,4,14,TRUE,Approved
298,17,2860,2017-11-20,Monday,2017,11,20,TRUE,Approved
299,13,772,2017-05-24,Wednesday,2017,5,24,FALSE,Approved
300,4,323,2017-03-25,Saturday,2017,3,25,TRUE,Approved
301,78,2530,2017-03-24,Friday,2017,3,24,,Approved
302,42,2426,2017-03-17,Friday,2017,3,17,TRUE,Approved
303,48,1883,2017-11-18,Saturday,2017,11,18,FALSE,Approved
304,12,2745,2017-04-07,Friday,2017,4,7,FALSE,Approved
305,77,2819,2017-01-04,Wednesday,2017,1,4,FALSE,Approved
306,25,792,2017-12-13,Wednesday,2017,12,13,FALSE,Approved
307,35,923,2017-04-20,Thursday,2017,4,20,FALSE,Approved
308,7,3353,2017-07-21,Friday,2017,7,21,FALSE,Approved
309,68,3394,2017-11-27,Monday,2017,11,27,FALSE,Approved
310,75,3213,2017-10-21,Saturday,2017,10,21,FALSE,Approved
311,77,3260,2017-03-07,Tuesday,2017,3,7,FALSE,Approved
312,1,1015,2017-12-04,Monday,2017,12,4,FALSE,Approved
313,81,2266,2017-01-25,Wednesday,2017,1,25,FALSE,Approved
314,6,58,2017-08-20,Sunday,2017,8,20,TRUE,Approved
315,40,3118,2017-12-18,Monday,2017,12,18,TRUE,Approved
316,62,1414,2017-08-01,Tuesday,2017,8,1,FALSE,Approved
317,90,2202,2017-06-19,Monday,2017,6,19,TRUE,Approved
318,32,2144,2017-05-31,Wednesday,2017,5,31,TRUE,Approved
319,65,1033,2017-10-09,Monday,2017,10,9,TRUE,Approved
320,15,2157,2017-06-20,Tuesday,2017,6,20,TRUE,Approved
321,36,1097,2017-01-23,Monday,2017,1,23,FALSE,Approved
322,12,2757,2017-04-19,Wednesday,2017,4,19,FALSE,Approved
323,67,87,2017-11-08,Wednesday,2017,11,8,TRUE,Approved
324,87,2049,2017-10-11,Wednesday,2017,10,11,FALSE,Approved
325,62,952,2017-11-14,Tuesday,2017,11,14,TRUE,Approved
326,55,1745,2017-01-20,Friday,2017,1,20,FALSE,Approved
327,1,40,2017-05-09,Tuesday,2017,5,9,TRUE,Approved
328,98,372,2017-10-17,Tuesday,2017,10,17,TRUE,Approved
329,79,1627,2017-08-11,Friday,2017,8,11,TRUE,Approved
330,1,444,2017-11-15,Wednesday,2017,11,15,FALSE,Approved
331,61,217,2017-05-23,Tuesday,2017,5,23,FALSE,Approved
332,71,1656,2017-08-02,Wednesday,2017,8,2,TRUE,Approved
333,58,485,2017-12-16,Saturday,2017,12,16,TRUE,Approved
334,86,2252,2017-02-21,Tuesday,2017,2,21,FALSE,Approved
335,95,3103,2017-11-01,Wednesday,2017,11,1,FALSE,Approved
336,55,506,2017-10-05,Thursday,2017,10,5,TRUE,Approved
337,82,1615,2017-10-30,Monday,2017,10,30,,Approved
338,32,1881,2017-01-02,Monday,2017,1,2,TRUE,Approved
339,65,2903,2017-12-04,Monday,2017,12,4,TRUE,Approved
340,49,1274,2017-12-16,Saturday,2017,12,16,FALSE,Approved
341,1,1443,2017-08-27,Sunday,2017,8,27,FALSE,Approved
342,24,2091,2017-03-14,Tuesday,2017,3,14,FALSE,Approved
343,61,1478,2017-03-11,Saturday,2017,3,11,,Approved
344,7,1493,2017-07-09,Sunday,2017,7,9,FALSE,Approved
345,84,1614,2017-03-21,Tuesday,2017,3,21,FALSE,Approved
346,48,476,2017-07-19,Wednesday,2017,7,19,FALSE,Approved
347,16,1777,2017-04-12,Wednesday,2017,4,12,TRUE,Approved
348,40,940,2017-08-11,Friday,2017,8,11,FALSE,Approved
349,100,2930,2017-10-20,Friday,2017,10,20,TRUE,Approved
350,27,2354,2017-10-26,Thursday,2017,10,26,TRUE,Approved
351,59,1582,2017-06-15,Thursday,2017,6,15,FALSE,Approved
352,34,416,2017-06-19,Monday,2017,6,19,FALSE,Approved
353,18,1013,2017-04-20,Thursday,2017,4,20,TRUE,Approved
354,83,533,2017-11-14,Tuesday,2017,11,14,FALSE,Approved
355,82,968,2017-03-22,Wednesday,2017,3,22,TRUE,Approved
356,88,727,2017-07-09,Sunday,2017,7,9,TRUE,Approved
357,77,1160,2017-04-13,Thursday,2017,4,13,FALSE,Approved
358,6,3425,2017-12-06,Wednesday,2017,12,6,TRUE,Approved
359,10,1614,2017-11-10,Friday,2017,11,10,TRUE,Approved
360,69,2140,2017-04-26,Wednesday,2017,4,26,TRUE,Approved
361,15,2589,2017-01-31,Tuesday,2017,1,31,FALSE,Approved
362,7,2920,2017-09-22,Friday,2017,9,22,TRUE,Approved
363,73,62,2017-08-14,Monday,2017,8,14,TRUE,Approved
364,32,1112,2017-09-13,Wednesday,2017,9,13,FALSE,Approved
365,39,1995,2017-05-03,Wednesday,2017,5,3,TRUE,Approved
366,28,1965,2017-08-22,Tuesday,2017,8,22,FALSE,Approved
367,0,1614,2017-03-10,Friday,2017,3,10,FALSE,Approved
368,25,366,2017-01-24,Tuesday,2017,1,24,TRUE,Approved
369,32,2682,2017-07-29,Saturday,2017,7,29,FALSE,Approved
370,78,2993,2017-08-03,Thursday,2017,8,3,TRUE,Approved
371,44,1887,2017-08-28,Monday,2017,8,28,FALSE,Approved
372,56,1692,2017-08-16,Wednesday,2017,8,16,TRUE,Approved
373,1,1927,2017-06-24,Saturday,2017,6,24,FALSE,Approved
374,15,2567,2017-03-07,Tuesday,2017,3,7,FALSE,Approved
375,17,3276,2017-07-05,Wednesday,2017,7,5,TRUE,Approved
376,0,1808,2017-02-09,Thursday,2017,2,9,FALSE,Approved
377,7,2368,2017-10-17,Tuesday,2017,10,17,FALSE,Approved
378,53,470,2017-10-27,Friday,2017,10,27,FALSE,Approved
379,20,3270,2017-03-03,Friday,2017,3,3,FALSE,Approved
380,3,1683,2017-08-20,Sunday,2017,8,20,TRUE,Approved
381,14,880,2017-09-18,Monday,2017,9,18,TRUE,Approved
382,83,309,2017-12-02,Saturday,2017,12,2,TRUE,Approved
383,39,1698,2017-11-28,Tuesday,2017,11,28,TRUE,Approved
384,67,1434,2017-08-28,Monday,2017,8,28,FALSE,Approved
385,40,2712,2017-05-14,Sunday,2017,5,14,FALSE,Approved
386,13,892,2017-10-01,Sunday,2017,10,1,FALSE,Approved
387,100,832,2017-10-15,Sunday,2017,10,15,TRUE,Approved
388,35,1033,2017-05-03,Wednesday,2017,5,3,TRUE,Approved
389,17,2834,2017-02-15,Wednesday,2017,2,15,TRUE,Approved
390,79,3015,2017-01-04,Wednesday,2017,1,4,FALSE,Approved
391,86,3484,2017-10-12,Thursday,2017,10,12,FALSE,Approved
392,9,2775,2017-03-19,Sunday,2017,3,19,FALSE,Approved
393,58,1208,2017-08-30,Wednesday,2017,8,30,TRUE,Approved
394,58,2109,2017-06-29,Thursday,2017,6,29,FALSE,Approved
395,43,3195,2017-10-12,Thursday,2017,10,12,TRUE,Approved
396,88,3366,2017-06-27,Tuesday,2017,6,27,TRUE,Approved
397,15,2492,2017-02-27,Monday,2017,2,27,FALSE,Approved
398,6,389,2017-03-12,Sunday,2017,3,12,TRUE,Approved
399,83,1306,2017-12-18,Monday,2017,12,18,,Approved
400,0,552,2017-07-24,Monday,2017,7,24,TRUE,Approved
401,82,3009,2017-05-05,Friday,2017,5,5,FALSE,Approved
